,Unnamed: 0,Rk,Player,Tm,Pos,Age,GP,G,A,+/-,PIM,PS,GW,S,S%,TOI,Year,PTS,Player_season,career_len,age_max,age_min,PPG,PPG_past,PPG_delta,PPG_career,PS_career,Pos_group,PS_career_mean,PS_normalized,career
29035,581,426,Kirk Maltby,DET,RW,26,53,8,6,-6.0,34.0,0.8,2.0,76.0,10.5,700.0,1999,14,5,15,37,21,0.2641509433962264,0.35384615384615387,-0.08969521044992745,0.25093283582089554,14.4,FWD,0.9,-0.09999999999999998,12
30073,580,445,Kirk Maltby,DET,RW,27,41,6,8,1.0,24.0,1.1,1.0,71.0,8.5,554.0,2000,14,6,15,37,21,0.34146341463414637,0.2641509433962264,0.07731247123791996,0.25093283582089554,14.4,FWD,0.9,0.20000000000000007,12
31109,577,470,Kirk Maltby,DET,RW,28,79,12,7,16.0,22.0,1.9,3.0,119.0,10.1,1129.0,2001,19,7,15,37,21,0.24050632911392406,0.34146341463414637,-0.10095708552022231,0.25093283582089554,14.4,FWD,0.9,0.9999999999999999,12
32189,597,466,Kirk Maltby,DET,LW,29,82,9,15,15.0,40.0,2.2,5.0,108.0,8.3,1097.0,2002,24,8,15,37,21,0.2926829268292683,0.24050632911392406,0.05217659771534422,0.25093283582089554,14.4,FWD,0.9,1.3000000000000003,12
33279,604,471,Kirk Maltby,DET,LW,30,82,14,23,17.0,91.0,3.6,1.0,116.0,12.1,1326.0,2003,37,9,15,37,21,0.45121951219512196,0.2926829268292683,0.1585365853658537,0.25093283582089554,14.4,FWD,0.9,2.7,12
34375,601,468,Kirk Maltby,DET,LW,31,79,14,19,24.0,80.0,4.0,4.0,123.0,11.4,1285.0,2004,33,10,15,37,21,0.4177215189873418,0.45121951219512196,-0.033497993207780186,0.25093283582089554,14.4,FWD,0.9,3.1,12
35454,548,446,Kirk Maltby,DET,RW,33,82,5,6,-9.0,80.0,-0.9,0.0,115.0,4.3,1126.0,2006,11,11,15,37,21,0.13414634146341464,0.4177215189873418,-0.28357517752392714,0.25093283582089554,14.4,FWD,0.9,-1.8,12
36516,547,444,Kirk Maltby,DET,LW,34,82,6,5,-9.0,50.0,-0.5,0.0,113.0,5.3,1081.0,2007,11,12,15,37,21,0.13414634146341464,0.13414634146341464,0.0,0.25093283582089554,14.4,FWD,0.9,-1.4,12
20084,558,439,Kirk Muller,NJD,LW,22,80,31,43,-23.0,119.0,4.8,4.0,182.0,17.0,,1989,74,4,18,36,18,0.925,1.175,-0.25,0.7842846553002224,67.1,FWD,3.5315789473684207,1.2684210526315791,13
20853,530,433,Kirk Muller,NJD,LW,23,80,30,56,-1.0,74.0,6.3,6.0,200.0,15.0,,1990,86,5,18,36,18,1.075,0.925,0.1499999999999999,0.7842846553002224,67.1,FWD,3.5315789473684207,2.768421052631579,13
21636,539,431,Kirk Muller,NJD,LW,24,80,19,51,1.0,76.0,4.9,3.0,221.0,8.6,,1991,70,6,18,36,18,0.875,1.075,-0.19999999999999996,0.7842846553002224,67.1,FWD,3.5315789473684207,1.3684210526315796,13
22501,599,470,Kirk Muller,MTL,LW,25,78,36,41,15.0,86.0,7.5,7.0,191.0,18.8,,1992,77,7,18,36,18,0.9871794871794872,0.875,0.11217948717948723,0.7842846553002224,67.1,FWD,3.5315789473684207,3.9684210526315793,13
23351,570,463,Kirk Muller,MTL,C,26,80,37,57,8.0,77.0,7.8,4.0,231.0,16.0,,1993,94,8,18,36,18,1.175,0.9871794871794872,0.18782051282051282,0.7842846553002224,67.1,FWD,3.5315789473684207,4.268421052631579,13
24301,681,505,Kirk Muller,MTL,C,27,76,23,34,-1.0,96.0,4.7,3.0,168.0,13.7,,1994,57,9,18,36,18,0.75,1.175,-0.42500000000000004,0.7842846553002224,67.1,FWD,3.5315789473684207,1.1684210526315795,13
25225,598,468,Kirk Muller,TOT,C,28,45,11,16,-18.0,47.0,1.8,2.0,97.0,11.3,,1995,54,10,18,36,18,1.2,0.75,0.44999999999999996,0.7842846553002224,67.1,FWD,3.5315789473684207,-1.7315789473684207,13
26193,664,481,Kirk Muller,TOT,C,29,51,13,19,-13.0,57.0,2.3,1.0,102.0,12.7,,1996,64,11,18,36,18,1.2549019607843137,1.2,0.05490196078431375,0.7842846553002224,67.1,FWD,3.5315789473684207,-1.2315789473684209,13
27135,583,461,Kirk Muller,TOT,C,30,76,21,19,-25.0,89.0,3.0,4.0,174.0,12.1,,1997,80,12,18,36,18,1.0526315789473684,1.2549019607843137,-0.20227038183694535,0.7842846553002224,67.1,FWD,3.5315789473684207,-0.5315789473684207,13
28103,609,467,Kirk Muller,FLA,C,31,70,8,21,-14.0,54.0,1.5,3.0,115.0,7.0,,1998,29,13,18,36,18,0.4142857142857143,1.0526315789473684,-0.638345864661654,0.7842846553002224,67.1,FWD,3.5315789473684207,-2.0315789473684207,13
29121,670,491,Kirk Muller,FLA,LW,32,82,4,11,-11.0,49.0,-0.4,1.0,107.0,3.7,1186.0,1999,15,14,18,36,18,0.18292682926829268,0.4142857142857143,-0.23135888501742163,0.7842846553002224,67.1,FWD,3.5315789473684207,-3.9315789473684206,13
30163,673,512,Kirk Muller,DAL,C,33,47,7,15,-3.0,24.0,1.8,2.0,57.0,12.3,770.0,2000,22,15,18,36,18,0.46808510638297873,0.18292682926829268,0.28515827711468605,0.7842846553002224,67.1,FWD,3.5315789473684207,-1.7315789473684207,13
31196,667,537,Kirk Muller,DAL,C,34,55,1,9,-4.0,26.0,-0.1,0.0,54.0,1.9,680.0,2001,10,16,18,36,18,0.18181818181818182,0.46808510638297873,-0.2862669245647969,0.7842846553002224,67.1,FWD,3.5315789473684207,-3.631578947368421,13
23875,238,177,Kris Draper,DET,C,22,39,5,8,11.0,31.0,0.6,0.0,55.0,9.1,,1994,13,3,19,39,19,0.3333333333333333,0.0,0.3333333333333333,0.3146067415730337,26.1,FWD,1.3050000000000002,-0.7050000000000002,12
24855,213,166,Kris Draper,DET,C,23,36,2,6,1.0,22.0,-0.1,0.0,44.0,4.5,,1995,8,4,19,39,19,0.2222222222222222,0.3333333333333333,-0.1111111111111111,0.3146067415730337,26.1,FWD,1.3050000000000002,-1.4050000000000002,12
25780,235,178,Kris Draper,DET,C,24,52,7,9,2.0,32.0,0.6,0.0,51.0,13.7,,1996,16,5,19,39,19,0.3076923076923077,0.2222222222222222,0.0854700854700855,0.3146067415730337,26.1,FWD,1.3050000000000002,-0.7050000000000002,12
26776,209,162,Kris Draper,DET,C,25,76,8,5,-11.0,73.0,-0.3,1.0,85.0,9.4,,1997,13,6,19,39,19,0.17105263157894737,0.3076923076923077,-0.13663967611336034,0.3146067415730337,26.1,FWD,1.3050000000000002,-1.6050000000000002,12
27731,222,175,Kris Draper,DET,C,26,64,13,10,5.0,45.0,2.1,4.0,96.0,13.5,,1998,23,7,19,39,19,0.359375,0.17105263157894737,0.18832236842105263,0.3146067415730337,26.1,FWD,1.3050000000000002,0.7949999999999999,12
28712,245,180,Kris Draper,DET,C,27,80,4,14,2.0,79.0,0.6,1.0,78.0,5.1,1017.0,1999,18,8,19,39,19,0.225,0.359375,-0.134375,0.3146067415730337,26.1,FWD,1.3050000000000002,-0.7050000000000002,12
29749,243,185,Kris Draper,DET,C,28,51,5,7,3.0,28.0,0.6,3.0,76.0,6.6,691.0,2000,12,9,19,39,19,0.23529411764705882,0.225,0.010294117647058815,0.3146067415730337,26.1,FWD,1.3050000000000002,-0.7050000000000002,12
30788,242,200,Kris Draper,DET,C,29,75,8,17,17.0,38.0,2.4,1.0,123.0,6.5,1008.0,2001,25,10,19,39,19,0.3333333333333333,0.23529411764705882,0.0980392156862745,0.3146067415730337,26.1,FWD,1.3050000000000002,1.0949999999999998,12
31855,249,183,Kris Draper,DET,RW,30,82,15,15,26.0,56.0,3.6,3.0,137.0,10.9,1278.0,2002,30,11,19,39,19,0.36585365853658536,0.3333333333333333,0.03252032520325204,0.3146067415730337,26.1,FWD,1.3050000000000002,2.295,12
32925,236,192,Kris Draper,DET,C,31,82,14,21,6.0,82.0,2.9,2.0,142.0,9.9,1328.0,2003,35,12,19,39,19,0.4268292682926829,0.36585365853658536,0.06097560975609756,0.3146067415730337,26.1,FWD,1.3050000000000002,1.5949999999999998,12
34028,240,185,Kris Draper,DET,C,32,67,24,16,22.0,31.0,6.0,1.0,149.0,16.1,1188.0,2004,40,13,19,39,19,0.5970149253731343,0.4268292682926829,0.17018565708045136,0.3146067415730337,26.1,FWD,1.3050000000000002,4.695,12
35138,218,176,Kris Draper,DET,RW,34,80,10,22,3.0,58.0,1.6,1.0,153.0,6.5,1422.0,2006,32,14,19,39,19,0.4,0.5970149253731343,-0.19701492537313425,0.3146067415730337,26.1,FWD,1.3050000000000002,0.29499999999999993,12
19913,381,303,Kris King,DET,LW,22,55,2,3,-7.0,168.0,-1.2,0.0,34.0,5.9,,1989,5,1,13,34,21,0.09090909090909091,0.3333333333333333,-0.2424242424242424,0.20023557126030625,-4.5,FWD,-0.32142857142857145,-0.8785714285714286,12
20678,348,289,Kris King,NYR,LW,23,68,6,7,2.0,286.0,-0.1,0.0,49.0,12.2,,1990,13,2,13,34,21,0.19117647058823528,0.09090909090909091,0.10026737967914437,0.20023557126030625,-4.5,FWD,-0.32142857142857145,0.22142857142857145,12
21475,371,294,Kris King,NYR,LW,24,72,11,14,-1.0,154.0,1.0,0.0,107.0,10.3,,1991,25,3,13,34,21,0.3472222222222222,0.19117647058823528,0.15604575163398693,0.20023557126030625,-4.5,FWD,-0.32142857142857145,1.3214285714285714,12
22315,406,326,Kris King,NYR,LW,25,79,10,9,13.0,224.0,0.5,2.0,97.0,10.3,,1992,19,4,13,34,21,0.24050632911392406,0.3472222222222222,-0.10671589310829815,0.20023557126030625,-4.5,FWD,-0.32142857142857145,0.8214285714285714,12
23177,388,317,Kris King,TOT,LW,26,78,8,11,4.0,203.0,0.1,1.0,74.0,10.8,,1993,38,5,13,34,21,0.48717948717948717,0.24050632911392406,0.24667315806556311,0.20023557126030625,-4.5,FWD,-0.32142857142857145,0.4214285714285715,12
24085,456,338,Kris King,WIN,LW,27,83,4,8,-22.0,205.0,-1.3,1.0,86.0,4.7,,1994,12,6,13,34,21,0.14457831325301204,0.48717948717948717,-0.34260117392647516,0.20023557126030625,-4.5,FWD,-0.32142857142857145,-0.9785714285714286,12
25050,415,319,Kris King,WIN,LW,28,48,4,2,0.0,85.0,-0.4,0.0,58.0,6.9,,1995,6,7,13,34,21,0.125,0.14457831325301204,-0.019578313253012042,0.20023557126030625,-4.5,FWD,-0.32142857142857145,-0.07857142857142857,12
25990,453,334,Kris King,WIN,LW,29,81,9,11,-7.0,151.0,0.0,2.0,89.0,10.1,,1996,20,8,13,34,21,0.24691358024691357,0.125,0.12191358024691357,0.20023557126030625,-4.5,FWD,-0.32142857142857145,0.32142857142857145,12
26968,408,316,Kris King,PHX,RW,30,81,3,11,-7.0,185.0,-0.6,0.0,57.0,5.3,,1997,14,9,13,34,21,0.1728395061728395,0.24691358024691357,-0.07407407407407407,0.20023557126030625,-4.5,FWD,-0.32142857142857145,-0.2785714285714285,12
27923,421,320,Kris King,TOR,LW,31,82,3,3,-13.0,199.0,-1.5,2.0,53.0,5.7,,1998,6,10,13,34,21,0.07317073170731707,0.1728395061728395,-0.09966877446552243,0.20023557126030625,-4.5,FWD,-0.32142857142857145,-1.1785714285714286,12
28929,470,340,Kris King,TOR,LW,32,67,2,2,-16.0,105.0,-1.4,1.0,34.0,5.9,628.0,1999,4,11,13,34,21,0.05970149253731343,0.07317073170731707,-0.013469239170003637,0.20023557126030625,-4.5,FWD,-0.32142857142857145,-1.0785714285714285,12
29977,480,363,Kris King,TOR,LW,33,39,2,4,4.0,55.0,0.4,0.0,24.0,8.3,332.0,2000,6,12,13,34,21,0.15384615384615385,0.05970149253731343,0.09414466130884042,0.20023557126030625,-4.5,FWD,-0.32142857142857145,0.7214285714285715,12
38944,991,819,Kris Versteeg,CHI,LW,22,78,22,31,15.0,55.0,5.8,3.0,139.0,15.8,1329.0,2009,53,4,10,31,21,0.6794871794871795,0.3076923076923077,0.3717948717948718,0.7433903576982893,37.8,FWD,3.436363636363636,2.3636363636363638,8
39985,1002,818,Kris Versteeg,CHI,RW,23,79,20,24,8.0,35.0,4.8,4.0,184.0,10.9,1242.0,2010,44,5,10,31,21,0.5569620253164557,0.6794871794871795,-0.12252515417072385,0.7433903576982893,37.8,FWD,3.436363636363636,1.3636363636363638,8
41017,995,823,Kris Versteeg,TOT,RW,24,80,21,25,-9.0,53.0,4.4,0.0,180.0,11.7,1418.0,2011,92,6,10,31,21,1.15,0.5569620253164557,0.5930379746835442,0.7433903576982893,37.8,FWD,3.436363636363636,0.9636363636363643,8
42062,1002,830,Kris Versteeg,FLA,RW,25,71,23,31,4.0,49.0,6.6,5.0,181.0,12.7,1414.0,2012,54,7,10,31,21,0.7605633802816901,1.15,-0.3894366197183098,0.7433903576982893,37.8,FWD,3.436363636363636,3.1636363636363636,8
44031,984,833,Kris Versteeg,TOT,RW,27,81,12,24,0.0,36.0,3.1,1.0,157.0,7.6,1171.0,2014,72,9,10,31,21,0.8888888888888888,0.4,0.4888888888888888,0.7433903576982893,37.8,FWD,3.436363636363636,-0.336363636363636,8
45079,1027,832,Kris Versteeg,CHI,LW,28,61,14,20,11.0,35.0,4.3,1.0,134.0,10.4,967.0,2015,34,10,10,31,21,0.5573770491803278,0.8888888888888888,-0.331511839708561,0.7433903576982893,37.8,FWD,3.436363636363636,0.8636363636363638,8
980,1022,851,Kris Versteeg,TOT,RW,29,77,15,23,0.0,45.0,4.3,4.0,156.0,9.6,1185.0,2016,76,0,10,31,21,0.987012987012987,,,0.7433903576982893,37.8,FWD,3.436363636363636,0.8636363636363638,8
2003,1003,841,Kris Versteeg,CGY,RW,30,69,15,22,-3.0,46.0,3.9,1.0,136.0,11.0,1016.0,2017,37,1,10,31,21,0.5362318840579711,0.987012987012987,-0.45078110295501594,0.7433903576982893,37.8,FWD,3.436363636363636,0.46363636363636385,8
32018,419,321,Kristian Huselius,FLA,LW,23,79,23,22,-4.0,14.0,5.1,3.0,169.0,13.6,1336.0,2002,45,0,9,33,23,0.569620253164557,,,0.7522658610271903,48.4,FWD,4.84,0.2599999999999998,9
33103,421,330,Kristian Huselius,FLA,LW,24,78,20,23,-6.0,20.0,4.6,3.0,187.0,10.7,1352.0,2003,43,1,9,33,23,0.5512820512820513,0.569620253164557,-0.018338201882505678,0.7522658610271903,48.4,FWD,4.84,-0.2400000000000002,9
34186,404,318,Kristian Huselius,FLA,LW,25,76,10,21,-6.0,24.0,2.8,2.0,168.0,6.0,1082.0,2004,31,2,9,33,23,0.40789473684210525,0.5512820512820513,-0.14338731443994607,0.7522658610271903,48.4,FWD,4.84,-2.04,9
35296,383,309,Kristian Huselius,TOT,LW,27,78,20,27,-9.0,40.0,4.5,4.0,164.0,12.2,1159.0,2006,94,3,9,33,23,1.205128205128205,0.40789473684210525,0.7972334682860998,0.7522658610271903,48.4,FWD,4.84,-0.33999999999999986,9
36360,384,306,Kristian Huselius,CGY,LW,28,81,34,43,21.0,26.0,9.4,6.0,173.0,19.7,1408.0,2007,77,4,9,33,23,0.9506172839506173,1.205128205128205,-0.2545109211775878,0.7522658610271903,48.4,FWD,4.84,4.5600000000000005,9
37387,382,310,Kristian Huselius,CGY,LW,29,81,25,41,10.0,40.0,7.8,5.0,202.0,12.4,1433.0,2008,66,5,9,33,23,0.8148148148148148,0.9506172839506173,-0.13580246913580252,0.7522658610271903,48.4,FWD,4.84,2.96,9
38356,378,317,Kristian Huselius,CBJ,LW,30,74,21,35,1.0,44.0,5.6,2.0,212.0,9.9,1444.0,2009,56,6,9,33,23,0.7567567567567568,0.8148148148148148,-0.05805805805805797,0.7522658610271903,48.4,FWD,4.84,0.7599999999999998,9
39400,393,329,Kristian Huselius,CBJ,LW,31,74,23,40,-4.0,36.0,6.6,5.0,162.0,14.2,1361.0,2010,63,7,9,33,23,0.8513513513513513,0.7567567567567568,0.09459459459459452,0.7522658610271903,48.4,FWD,4.84,1.7599999999999998,9
40457,411,348,Kristian Huselius,CBJ,LW,32,39,14,9,-17.0,10.0,2.1,1.0,94.0,14.9,639.0,2011,23,8,9,33,23,0.5897435897435898,0.8513513513513513,-0.26160776160776156,0.7522658610271903,48.4,FWD,4.84,-2.7399999999999998,9
37123,107,86,Kyle Brodziak,EDM,C,23,80,14,17,-6.0,33.0,2.9,3.0,125.0,11.2,1033.0,2008,31,6,13,34,21,0.3875,0.16666666666666666,0.22083333333333335,0.3227917121046892,23.299999999999997,FWD,1.6642857142857141,1.2357142857142858,12
38091,102,87,Kyle Brodziak,EDM,C,24,79,11,16,4.0,21.0,2.2,3.0,99.0,11.1,1005.0,2009,27,7,13,34,21,0.34177215189873417,0.3875,-0.045727848101265844,0.3227917121046892,23.299999999999997,FWD,1.6642857142857141,0.535714285714286,12
39129,110,87,Kyle Brodziak,MIN,C,25,82,9,23,-3.0,22.0,2.3,3.0,140.0,6.4,1257.0,2010,32,8,13,34,21,0.3902439024390244,0.34177215189873417,0.04847175054029024,0.3227917121046892,23.299999999999997,FWD,1.6642857142857141,0.6357142857142857,12
40170,111,88,Kyle Brodziak,MIN,C,26,80,16,21,-4.0,56.0,3.6,1.0,126.0,12.7,1262.0,2011,37,9,13,34,21,0.4625,0.3902439024390244,0.07225609756097562,0.3227917121046892,23.299999999999997,FWD,1.6642857142857141,1.935714285714286,12
41202,105,92,Kyle Brodziak,MIN,C,27,82,22,22,-15.0,66.0,4.6,0.0,160.0,13.8,1563.0,2012,44,10,13,34,21,0.5365853658536586,0.4625,0.07408536585365855,0.3227917121046892,23.299999999999997,FWD,1.6642857142857141,2.9357142857142855,12
42244,109,95,Kyle Brodziak,MIN,C,28,48,8,4,-18.0,20.0,0.1,1.0,88.0,9.1,833.0,2013,12,11,13,34,21,0.25,0.5365853658536586,-0.28658536585365857,0.3227917121046892,23.299999999999997,FWD,1.6642857142857141,-1.564285714285714,12
43182,98,95,Kyle Brodziak,MIN,C,29,81,8,16,0.0,61.0,1.4,1.0,115.0,7.0,1314.0,2014,24,12,13,34,21,0.2962962962962963,0.25,0.04629629629629628,0.3227917121046892,23.299999999999997,FWD,1.6642857142857141,-0.26428571428571423,12
44208,119,96,Kyle Brodziak,MIN,C,30,73,9,11,-6.0,47.0,1.5,0.0,86.0,10.5,952.0,2015,20,13,13,34,21,0.273972602739726,0.2962962962962963,-0.022323693556570268,0.3227917121046892,23.299999999999997,FWD,1.6642857142857141,-0.16428571428571415,12
86,90,81,Kyle Brodziak,STL,C,31,76,7,4,-1.0,37.0,0.7,4.0,49.0,14.3,821.0,2016,11,0,13,34,21,0.14473684210526316,,,0.3227917121046892,23.299999999999997,FWD,1.6642857142857141,-0.9642857142857142,12
1135,97,81,Kyle Brodziak,STL,C,32,69,8,7,2.0,27.0,1.4,2.0,55.0,14.5,773.0,2017,15,1,13,34,21,0.21739130434782608,0.14473684210526316,0.07265446224256292,0.3227917121046892,23.299999999999997,FWD,1.6642857142857141,-0.26428571428571423,12
2161,110,97,Kyle Brodziak,STL,C,33,81,10,23,13.0,33.0,3.2,2.0,113.0,8.8,1090.0,2018,33,2,13,34,21,0.4074074074074074,0.21739130434782608,0.1900161030595813,0.3227917121046892,23.299999999999997,FWD,1.6642857142857141,1.535714285714286,12
3204,118,94,Kyle Brodziak,EDM,C,34,70,6,3,-14.0,33.0,-0.4,2.0,74.0,8.1,818.0,2019,9,3,13,34,21,0.12857142857142856,0.4074074074074074,-0.2788359788359788,0.3227917121046892,23.299999999999997,FWD,1.6642857142857141,-2.064285714285714,12
30693,143,113,Kyle Calder,CHI,C,22,43,5,10,-4.0,14.0,1.1,1.0,63.0,7.9,547.0,2001,15,1,9,31,21,0.3488372093023256,0.25,0.09883720930232559,0.5576271186440678,24.7,FWD,2.4699999999999998,-1.3699999999999997,8
31754,144,105,Kyle Calder,CHI,LW,23,81,17,36,8.0,47.0,5.4,3.0,133.0,12.8,1341.0,2002,53,2,9,31,21,0.654320987654321,0.3488372093023256,0.3054837783519954,0.5576271186440678,24.7,FWD,2.4699999999999998,2.9300000000000006,8
32839,146,114,Kyle Calder,CHI,LW,24,82,15,27,-6.0,40.0,3.5,2.0,164.0,9.1,1371.0,2003,42,3,9,31,21,0.5121951219512195,0.654320987654321,-0.14212586570310148,0.5576271186440678,24.7,FWD,2.4699999999999998,1.0300000000000002,8
33943,151,115,Kyle Calder,CHI,LW,25,66,21,18,-18.0,29.0,4.2,1.0,144.0,14.6,1131.0,2004,39,4,9,31,21,0.5909090909090909,0.5121951219512195,0.07871396895787142,0.5576271186440678,24.7,FWD,2.4699999999999998,1.7300000000000004,8
35049,126,102,Kyle Calder,CHI,LW,27,79,26,33,-4.0,52.0,5.6,6.0,183.0,14.2,1452.0,2006,59,5,9,31,21,0.7468354430379747,0.5909090909090909,0.15592635212888373,0.5576271186440678,24.7,FWD,2.4699999999999998,3.13,8
36113,127,101,Kyle Calder,TOT,LW,28,78,14,21,-25.0,58.0,2.0,2.0,130.0,10.8,1212.0,2007,70,6,9,31,21,0.8974358974358975,0.7468354430379747,0.1506004543979228,0.5576271186440678,24.7,FWD,2.4699999999999998,-0.46999999999999975,8
37138,123,101,Kyle Calder,LAK,LW,29,65,7,13,-11.0,18.0,1.0,0.0,70.0,10.0,845.0,2008,20,7,9,31,21,0.3076923076923077,0.8974358974358975,-0.5897435897435898,0.5576271186440678,24.7,FWD,2.4699999999999998,-1.4699999999999998,8
38109,121,101,Kyle Calder,LAK,LW,30,74,8,19,-1.0,41.0,2.3,1.0,93.0,8.6,974.0,2009,27,8,9,31,21,0.36486486486486486,0.3076923076923077,0.05717255717255715,0.5576271186440678,24.7,FWD,2.4699999999999998,-0.16999999999999993,8
35937,1050,827,Kyle Wellwood,TOR,C,22,81,11,34,0.0,14.0,3.6,0.0,117.0,9.4,1035.0,2006,45,1,8,29,20,0.5555555555555556,0.0,0.5555555555555556,0.48057259713701433,22.2,FWD,2.466666666666667,1.1333333333333333,8
36969,1019,821,Kyle Wellwood,TOR,C,23,48,12,30,3.0,0.0,4.0,2.0,99.0,12.1,798.0,2007,42,2,8,29,20,0.875,0.5555555555555556,0.3194444444444444,0.48057259713701433,22.2,FWD,2.466666666666667,1.5333333333333332,8
37953,973,813,Kyle Wellwood,TOR,C,24,59,8,13,-12.0,0.0,1.2,1.0,57.0,14.0,746.0,2008,21,3,8,29,20,0.3559322033898305,0.875,-0.5190677966101696,0.48057259713701433,22.2,FWD,2.466666666666667,-1.2666666666666668,8
38974,1023,847,Kyle Wellwood,VAN,C,25,74,18,9,2.0,4.0,2.9,3.0,94.0,19.1,1021.0,2009,27,4,8,29,20,0.36486486486486486,0.3559322033898305,0.008932661475034354,0.48057259713701433,22.2,FWD,2.466666666666667,0.4333333333333331,8
40018,1037,843,Kyle Wellwood,VAN,C,26,75,14,11,6.0,12.0,2.4,2.0,98.0,14.3,1040.0,2010,25,5,8,29,20,0.3333333333333333,0.36486486486486486,-0.03153153153153154,0.48057259713701433,22.2,FWD,2.466666666666667,-0.06666666666666687,8
41045,1024,849,Kyle Wellwood,SJS,C,27,35,5,8,10.0,0.0,1.5,0.0,50.0,10.0,479.0,2011,13,6,8,29,20,0.37142857142857144,0.3333333333333333,0.038095238095238126,0.48057259713701433,22.2,FWD,2.466666666666667,-0.9666666666666668,8
42088,1029,854,Kyle Wellwood,WPG,C,28,77,18,29,3.0,4.0,5.3,1.0,93.0,19.4,1151.0,2012,47,7,8,29,20,0.6103896103896104,0.37142857142857144,0.23896103896103893,0.48057259713701433,22.2,FWD,2.466666666666667,2.833333333333333,8
43056,957,808,Kyle Wellwood,WPG,C,29,39,6,9,0.0,2.0,1.4,2.0,37.0,16.2,506.0,2013,15,8,8,29,20,0.38461538461538464,0.6103896103896104,-0.22577422577422573,0.48057259713701433,22.2,FWD,2.466666666666667,-1.0666666666666669,8
11457,298,254,Lanny McDonald,TOR,RW,22,75,37,56,24.0,70.0,8.6,4.0,270.0,13.7,,1976,93,2,15,35,20,1.24,0.6875,0.5525,1.0468046804680469,84.3,FWD,5.26875,3.33125,13
11949,293,260,Lanny McDonald,TOR,RW,23,80,46,44,12.0,77.0,9.2,5.0,293.0,15.7,,1977,90,3,15,35,20,1.125,1.24,-0.11499999999999999,1.0468046804680469,84.3,FWD,5.26875,3.9312499999999995,13
12497,345,276,Lanny McDonald,TOR,RW,24,74,47,40,35.0,54.0,10.1,5.0,241.0,19.5,,1978,87,4,15,35,20,1.1756756756756757,1.125,0.05067567567567566,1.0468046804680469,84.3,FWD,5.26875,4.83125,13
13005,312,266,Lanny McDonald,TOR,RW,25,79,43,42,11.0,32.0,8.3,2.0,314.0,13.7,,1979,85,5,15,35,20,1.0759493670886076,1.1756756756756757,-0.0997263085870681,1.0468046804680469,84.3,FWD,5.26875,3.031250000000001,13
13626,430,355,Lanny McDonald,TOT,RW,26,81,40,35,-17.0,53.0,6.6,6.0,334.0,12.0,,1980,150,6,15,35,20,1.8518518518518519,1.0759493670886076,0.7759024847632443,1.0468046804680469,84.3,FWD,5.26875,1.3312499999999998,13
14298,420,344,Lanny McDonald,CLR,RW,27,80,35,46,-28.0,56.0,5.8,2.0,298.0,11.7,,1981,81,7,15,35,20,1.0125,1.8518518518518519,-0.8393518518518519,1.0468046804680469,84.3,FWD,5.26875,0.53125,13
15001,454,370,Lanny McDonald,TOT,RW,28,71,40,42,19.0,57.0,6.8,4.0,243.0,16.5,,1982,164,8,15,35,20,2.3098591549295775,1.0125,1.2973591549295775,1.0468046804680469,84.3,FWD,5.26875,1.53125,13
15686,421,370,Lanny McDonald,CGY,RW,29,80,66,32,-1.0,90.0,9.8,8.0,275.0,24.0,,1983,98,9,15,35,20,1.225,2.3098591549295775,-1.0848591549295774,1.0468046804680469,84.3,FWD,5.26875,4.531250000000001,13
16391,474,394,Lanny McDonald,CGY,RW,30,65,33,33,-16.0,64.0,4.8,1.0,246.0,13.4,,1984,66,10,15,35,20,1.0153846153846153,1.225,-0.20961538461538476,1.0468046804680469,84.3,FWD,5.26875,-0.46875,13
17051,417,370,Lanny McDonald,CGY,RW,31,43,19,18,-4.0,36.0,2.5,2.0,117.0,16.2,,1985,37,11,15,35,20,0.8604651162790697,1.0153846153846153,-0.1549194991055456,1.0468046804680469,84.3,FWD,5.26875,-2.76875,13
17750,452,373,Lanny McDonald,CGY,RW,32,80,28,43,-2.0,44.0,4.4,3.0,227.0,12.3,,1986,71,12,15,35,20,0.8875,0.8604651162790697,0.027034883720930214,1.0468046804680469,84.3,FWD,5.26875,-0.8687499999999995,13
18489,461,378,Lanny McDonald,CGY,RW,33,58,14,12,-3.0,54.0,1.3,3.0,129.0,10.9,,1987,26,13,15,35,20,0.4482758620689655,0.8875,-0.43922413793103443,1.0468046804680469,84.3,FWD,5.26875,-3.96875,13
19234,491,400,Lanny McDonald,CGY,RW,34,60,10,13,2.0,57.0,0.6,2.0,79.0,12.7,,1988,23,14,15,35,20,0.38333333333333336,0.4482758620689655,-0.06494252873563217,1.0468046804680469,84.3,FWD,5.26875,-4.66875,13
45735,4,3,Larry Aurie,DTC,RW,22,44,13,3,,43.0,4.0,2.0,,,,1928,16,0,11,33,22,0.36363636363636365,,,0.5623721881390593,39.9,FWD,3.3249999999999997,0.6750000000000003,11
45889,3,4,Larry Aurie,DTC,RW,23,35,1,1,,24.0,-0.7,1.0,,,,1929,2,1,11,33,22,0.05714285714285714,0.36363636363636365,-0.3064935064935065,0.5623721881390593,39.9,FWD,3.3249999999999997,-4.0249999999999995,11
